land;wahlkreis;gruppe;erststimmen;zweitstimmen
8;274;Ungültige;1568;1306
8;274;Gültige;177570;177832
8;274;CDU;58019;53138
8;274;SPD;46219;32806
8;274;GRÜNE;29664;30491
8;274;FDP;11769;22556
8;274;AfD;15803;16850
8;274;DIE LINKE;10751;14812
8;274;PIRATEN;1174;734
8;274;NPD;-;303
8;274;Tierschutzpartei;-;1151
8;274;FREIE WÄHLER;1792;990
8;274;ÖDP;-;386
8;274;MLPD;196;83
8;274;Tierschutzallianz;-;389
8;274;BGE;-;297
8;274;DiB;-;388
8;274;DKP;-;40
8;274;DM;-;199
8;274;DIE RECHTE;-;24
8;274;MENSCHLICHE WELT;-;167
8;274;Die PARTEI;2183;1780
8;274;V-Partei³;-;248
8;275;Wahlberechtigte;197289;-
8;275;Wähler;144078;-
8;275;Ungültige;1504;1355
8;275;Gültige;142574;142723
8;275;CDU;41812;38746
8;275;SPD;39795;30309
8;275;GRÜNE;18739;18803
8;275;FDP;9835;16050
8;275;AfD;17833;18309
8;275;DIE LINKE;10493;12989
8;275;PIRATEN;-;689
8;275;NPD;-;381
8;275;Tierschutzpartei;-;1552
8;275;FREIE WÄHLER;1444;826
8;275;ÖDP;-;231
8;275;MLPD;286;160
8;275;Tierschutzallianz;-;414
8;275;BGE;-;395
8;275;DiB;-;311
8;275;DKP;-;46
8;275;DM;-;240
8;275;DIE RECHTE;-;33
8;275;MENSCHLICHE WELT;-;186
8;275;Die PARTEI;2337;1807
8;275;V-Partei³;-;246
8;276;Wahlberechtigte;210876;-
8;276;Wähler;163339;-
8;276;Ungültige;2116;2114
8;276;Gültige;161223;161225
8;276;CDU;75531;64208
8;276;SPD;30849;27175
8;276;GRÜNE;11090;13642
8;276;FDP;11419;17564
8;276;AfD;21849;22289
8;276;DIE LINKE;8422;8907
8;276;PIRATEN;-;564
8;276;NPD;-;654
8;276;Tierschutzpartei;-;1282
8;276;FREIE WÄHLER;-;1300
8;276;ÖDP;2063;1102
8;276;MLPD;-;43
8;276;Tierschutzallianz;-;387
8;276;BGE;-;190
8;276;DiB;-;140
8;276;DKP;-;22
8;276;DM;-;323
8;276;DIE RECHTE;-;42
8;276;MENSCHLICHE WELT;-;214
8;276;Die PARTEI;-;984
8;276;V-Partei³;-;193
8;277;Wahlberechtigte;198251;-
8;277;Wähler;156402;-
8;277;Ungültige;1986;1748
8;277;Gültige;154416;154654
8;277;CDU;57788;51797
8;277;SPD;36886;28486
8;277;GRÜNE;14792;17687
8;277;FDP;12571;18933
8;277;AfD;20177;20942
8;277;DIE LINKE;8010;9738
8;277;PIRATEN;-;615
8;277;NPD;-;534
8;277;Tierschutzpartei;-;1252
8;277;FREIE WÄHLER;2255;1381
8;277;ÖDP;-;327
8;277;MLPD;-;68
8;277;Tierschutzallianz;-;362
8;277;BGE;-;194
8;277;DiB;-;183
8;277;DKP;-;15
8;277;DM;-;259
8;277;DIE RECHTE;-;70
8;277;MENSCHLICHE WELT;-;194
8;277;Die PARTEI;1937;1376
8;277;V-Partei³;-;241
8;278;Wahlberechtigte;196426;-
8;278;Wähler;154622;-
8;278;Ungültige;2264;1932
8;278;Gültige;152358;152690
8;278;CDU;63166;53147
8;278;SPD;29684;26560
8;278;GRÜNE;12641;15500
8;278;FDP;10255;18180
8;278;AfD;21960;22794
8;278;DIE LINKE;7016;8674
8;278;PIRATEN;-;543
8;278;NPD;-;470
8;278;Tierschutzpartei;2991;2045
8;278;FREIE WÄHLER;2824;1667
8;278;ÖDP;-;235
8;278;MLPD;-;79
8;278;Tierschutzallianz;-;354
8;278;BGE;-;176
8;278;DiB;-;216
8;278;DKP;-;12
8;278;DM;-;214
8;278;DIE RECHTE;240;114
8;278;MENSCHLICHE WELT;-;229
8;278;Die PARTEI;1498;1289
8;278;V-Partei³;-;192
8;278;EB: Dachner;83;-
8;279;Wahlberechtigte;219577;-
8;279;Wähler;167977;-
8;279;Ungültige;2004;1897
8;279;Gültige;165973;166080
8;279;CDU;60476;54364
8;279;SPD;31611;27101
8;279;GRÜNE;16016;17869
8;279;FDP;19760;22643
8;279;AfD;26172;27107
8;279;DIE LINKE;7730;8952
8;279;PIRATEN;-;609
8;279;NPD;-;446
8;279;Tierschutzpartei;3892;2536
8;279;FREIE WÄHLER;-;1138
8;279;ÖDP;-;371
8;279;MLPD;-;116
8;279;Tierschutzallianz;-;352
8;279;BGE;-;303
8;279;DiB;-;201
8;279;DKP;-;16
8;279;DM;-;269
8;279;DIE RECHTE;168;110
8;279;MENSCHLICHE WELT;-;217
8;279;Die PARTEI;-;1171
8;279;V-Partei³;-;189
8;279;EB: Glück;148;-
8;280;Wahlberechtigte;198021;-
8;280;Wähler;153463;-
8;280;Ungültige;1739;1858
8;280;Gültige;151724;151605
8;280;CDU;65676;56330
8;280;SPD;25601;21832
8;280;GRÜNE;13284;14989
8;280;FDP;14154;21646
8;280;AfD;21431;22715
8;280;DIE LINKE;6832;7759
8;280;PIRATEN;969;610
8;280;NPD;-;496
8;280;Tierschutzpartei;2008;1391
8;280;FREIE WÄHLER;1596;1137
8;280;ÖDP;-;451
8;280;MLPD;173;90
8;280;Tierschutzallianz;-;287
8;280;BGE;-;242
8;280;DiB;-;159
8;280;DKP;-;14
8;280;DM;-;323
8;280;DIE RECHTE;-;67
8;280;MENSCHLICHE WELT;-;161
8;280;Die PARTEI;-;725
8;280;V-Partei³;-;181
8;281;Wahlberechtigte;222308;-
8;281;Wähler;180854;-
8;281;Ungültige;1480;1319
8;281;Gültige;179374;179535
8;281;CDU;50256;50423
8;281;SPD;40647;31452
8;281;GRÜNE;46115;38002
8;281;FDP;9546;16725
8;281;AfD;12984;14103
8;281;DIE LINKE;13172;20168
8;281;PIRATEN;-;626
8;281;NPD;-;261
8;281;Tierschutzpartei;2890;1958
8;281;FREIE WÄHLER;-;608
8;281;ÖDP;-;716
8;281;MLPD;237;137
8;281;Tierschutzallianz;-;275
8;281;BGE;-;871
8;281;DiB;-;560
8;281;DKP;-;45
8;281;DM;-;257
8;281;DIE RECHTE;-;34
8;281;MENSCHLICHE WELT;-;239
8;281;Die PARTEI;2538;1846
8;281;V-Partei³;-;229
8;281;Bündnis C;406;-
8;281;EB: Barski;583;-
8;282;Wahlberechtigte;232208;-
8;282;Wähler;177399;-
8;282;Ungültige;1882;1695
8;282;Gültige;175517;175704
8;282;CDU;69148;60513
8;282;SPD;36986;31249
8;282;GRÜNE;26244;27014
8;282;FDP;15271;19449
8;282;AfD;16854;18459
8;282;DIE LINKE;8854;10898
8;282;PIRATEN;1958;879
8;282;NPD;-;419
8;282;Tierschutzpartei;-;1585
8;282;FREIE WÄHLER;-;1187
8;282;ÖDP;-;469
8;282;MLPD;-;162
8;282;Tierschutzallianz;-;472
8;282;BGE;-;544
8;282;DiB;-;276
8;282;DKP;-;24
8;282;DM;-;321
8;282;DIE RECHTE;-;56
8;282;MENSCHLICHE WELT;-;273
8;282;Die PARTEI;-;1247
8;282;V-Partei³;-;208
8;282;EB: Ates;202;-
8;283;Wahlberechtigte;218287;-
8;283;Wähler;168468;-
8;283;Ungültige;2112;2024
8;283;Gültige;166356;166444
8;283;CDU;62476;59784
8;283;SPD;39472;29738
8;283;GRÜNE;18537;22806
8;283;FDP;14275;17626
8;283;AfD;18027;19139
8;283;DIE LINKE;8691;9588
8;283;PIRATEN;-;705
8;283;NPD;-;363
8;283;Tierschutzpartei;3180;2105
8;283;FREIE WÄHLER;-;1264
8;283;ÖDP;1698;959
8;283;MLPD;-;70
8;283;Tierschutzallianz;-;289
8;283;BGE;-;284
8;283;DiB;-;186
8;283;DKP;-;15
8;283;DM;-;208
8;283;DIE RECHTE;-;33
8;283;MENSCHLICHE WELT;-;150
8;283;Die PARTEI;-;959
8;283;V-Partei³;-;173
8;284;Wahlberechtigte;205551;-
8;284;Wähler;155724;-
8;284;Ungültige;2118;2075
8;284;Gültige;153606;153649
8;284;CDU;73935;57033
8;284;SPD;26532;25406
8;284;GRÜNE;19383;21220
8;284;FDP;9593;16940
8;284;AfD;15899;17800
8;284;DIE LINKE;8264;8411
8;284;PIRATEN;-;651
8;284;NPD;-;358
8;284;Tierschutzpartei;-;1449
8;284;FREIE WÄHLER;-;1301
8;284;ÖDP;-;380
8;284;MLPD;-;35
8;284;Tierschutzallianz;-;395
8;284;BGE;-;239
8;284;DiB;-;174
8;284;DKP;-;27
8;284;DM;-;342
8;284;DIE RECHTE;-;49
8;284;MENSCHLICHE WELT;-;233
8;284;Die PARTEI;-;959
8;284;V-Partei³;-;247
8;285;Wahlberechtigte;199227;-
8;285;Wähler;152001;-
8;285;Ungültige;1971;1951
8;285;Gültige;150030;150050
8;285;CDU;64558;57060
8;285;SPD;23855;21900
8;285;GRÜNE;14299;15329
8;285;FDP;16255;20328
8;285;AfD;19543;20942
8;285;DIE LINKE;5825;7141
8;285;PIRATEN;-;567
8;285;NPD;-;527
8;285;Tierschutzpartei;-;893
8;285;FREIE WÄHLER;1869;1418
8;285;ÖDP;1814;1103
8;285;MLPD;-;49
8;285;Tierschutzallianz;2012;875
8;285;BGE;-;213
8;285;DiB;-;162
8;285;DKP;-;28
8;285;DM;-;337
8;285;DIE RECHTE;-;44
8;285;MENSCHLICHE WELT;-;178
8;285;Die PARTEI;-;788
8;285;V-Partei³;-;168
8;286;Wahlberechtigte;165041;-
8;286;Wähler;125344;-
8;286;Ungültige;1654;1615
8;286;Gültige;123690;123729
8;286;CDU;58149;46812
8;286;SPD;20672;19337
8;286;GRÜNE;12085;15113
8;286;FDP;10438;15124
8;286;AfD;14069;15350
8;286;DIE LINKE;5347;6608
8;286;PIRATEN;-;464
8;286;NPD;745;590
8;286;Tierschutzpartei;-;1028
8;286;FREIE WÄHLER;1405;992
8;286;ÖDP;-;305
8;286;MLPD;201;99
8;286;Tierschutzallianz;-;324
8;286;BGE;-;150
8;286;DiB;-;119
8;286;DKP;-;25
8;286;DM;-;236
8;286;DIE RECHTE;-;39
8;286;MENSCHLICHE WELT;-;164
8;286;Die PARTEI;-;688
8;286;V-Partei³;-;162
8;286;EB: Welte;579;-
8;287;Wahlberechtigte;205135;-
8;287;Wähler;158861;-
8;287;Ungültige;1752;1478
8;287;Gültige;157109;157383
8;287;CDU;70355;52194
8;287;SPD;26396;24529
8;287;GRÜNE;21052;25202
8;287;FDP;11425;20758
8;287;AfD;15006;16215
8;287;DIE LINKE;11003;11306
8;287;PIRATEN;-;639
8;287;NPD;-;337
8;287;Tierschutzpartei;-;1473
8;287;FREIE WÄHLER;-;988
8;287;ÖDP;-;456
8;287;MLPD;-;82
8;287;Tierschutzallianz;-;346
8;287;BGE;-;374
8;287;DiB;-;303
8;287;DKP;-;25
8;287;DM;-;357
8;287;DIE RECHTE;-;39
8;287;MENSCHLICHE WELT;-;194
8;287;Die PARTEI;1552;1354
8;287;V-Partei³;-;212
8;287;EB: Ringger;320;-
8;288;Wahlberechtigte;177806;-
8;288;Wähler;136595;-
8;288;Ungültige;1536;1466
8;288;Gültige;135059;135129
8;288;CDU;56528;53066
8;288;SPD;32522;22122
8;288;GRÜNE;16030;18842
8;288;FDP;8402;14647
8;288;AfD;12388;13299
8;288;DIE LINKE;6767;7369
8;288;PIRATEN;-;432
8;288;NPD;-;305
8;288;Tierschutzpartei;-;1235
8;288;FREIE WÄHLER;1414;1117
8;288;ÖDP;1008;534
8;288;MLPD;-;22
8;288;Tierschutzallianz;-;309
8;288;BGE;-;270
8;288;DiB;-;188
8;288;DKP;-;10
8;288;DM;-;219
8;288;DIE RECHTE;-;35
8;288;MENSCHLICHE WELT;-;183
8;288;Die PARTEI;-;781
8;288;V-Partei³;-;144
8;289;Wahlberechtigte;199934;-
8;289;Wähler;157642;-
8;289;Ungültige;1839;1583
8;289;Gültige;155803;156059
8;289;CDU;63494;53873
8;289;SPD;23397;23321
8;289;GRÜNE;22309;21695
8;289;FDP;15533;21425
8;289;AfD;18702;20171
8;289;DIE LINKE;9711;9543
8;289;PIRATEN;-;639
8;289;NPD;-;362
8;289;Tierschutzpartei;-;1047
8;289;FREIE WÄHLER;-;856
8;289;ÖDP;-;459
8;289;MLPD;244;154
8;289;Tierschutzallianz;-;318
8;289;BGE;-;216
8;289;DiB;-;209
8;289;DKP;-;25
8;289;DM;-;206
8;289;DIE RECHTE;-;45
8;289;MENSCHLICHE WELT;-;164
8;289;Die PARTEI;1539;1141
8;289;V-Partei³;-;190
8;289;EB: Matheis;874;-
8;290;Wahlberechtigte;196488;-
8;290;Wähler;159801;-
8;290;Ungültige;1615;1391
8;290;Gültige;158186;158410
8;290;CDU;56446;48828
8;290;SPD;27325;24865
8;290;GRÜNE;30197;28521
8;290;FDP;12504;18718
8;290;AfD;13684;15887
8;290;DIE LINKE;13862;15096
8;290;PIRATEN;-;715
8;290;NPD;-;326
8;290;Tierschutzpartei;-;994
8;290;FREIE WÄHLER;-;758
8;290;ÖDP;-;629
8;290;MLPD;285;142
8;290;Tierschutzallianz;-;281
8;290;BGE;-;282
8;290;DiB;-;376
8;290;DKP;-;52
8;290;DM;-;212
8;290;DIE RECHTE;-;34
8;290;MENSCHLICHE WELT;-;171
8;290;Die PARTEI;2293;1307
8;290;V-Partei³;-;216
8;290;EB: Rohrbach;1590;-
8;291;Wahlberechtigte;222673;-
8;291;Wähler;177460;-
8;291;Ungültige;2016;1597
8;291;Gültige;175444;175863
8;291;CDU;74849;64988
8;291;SPD;35456;27889
8;291;GRÜNE;20990;24160
8;291;FDP;14173;20277
8;291;AfD;18734;20432
8;291;DIE LINKE;8105;9976
8;291;PIRATEN;2837;1048
8;291;NPD;-;499
8;291;Tierschutzpartei;-;1412
8;291;FREIE WÄHLER;-;1275
8;291;ÖDP;-;672
8;291;MLPD;300;102
8;291;Tierschutzallianz;-;385
8;291;BGE;-;309
8;291;DiB;-;274
8;291;DKP;-;19
8;291;DM;-;370
8;291;DIE RECHTE;-;44
8;291;MENSCHLICHE WELT;-;217
8;291;Die PARTEI;-;1258
8;291;V-Partei³;-;257
8;292;Wahlberechtigte;167025;-
8;292;Wähler;131693;-
8;292;Ungültige;1611;1418
8;292;Gültige;130082;130275
8;292;CDU;57837;56162
8;292;SPD;22034;16557
8;292;GRÜNE;17589;14729
8;292;FDP;9775;14321
8;292;AfD;14640;16236
8;292;DIE LINKE;4907;5997
8;292;PIRATEN;-;609
8;292;NPD;-;384
8;292;Tierschutzpartei;-;923
8;292;FREIE WÄHLER;1576;1201
8;292;ÖDP;1724;1180
8;292;MLPD;-;36
8;292;Tierschutzallianz;-;293
8;292;BGE;-;224
8;292;DiB;-;129
8;292;DKP;-;16
8;292;DM;-;244
8;292;DIE RECHTE;-;39
8;292;MENSCHLICHE WELT;-;219
8;292;Die PARTEI;-;620
8;292;V-Partei³;-;156
8;293;Wahlberechtigte;172782;-
8;293;Wähler;137146;-
8;293;Ungültige;1352;1195
8;293;Gültige;135794;135951
8;293;CDU;56165;50428
8;293;SPD;24451;19321
8;293;GRÜNE;18811;20015
8;293;FDP;11999;17954
8;293;AfD;14079;14164
8;293;DIE LINKE;7185;8316
8;293;PIRATEN;-;462
8;293;NPD;-;265
8;293;Tierschutzpartei;-;919
8;293;FREIE WÄHLER;1338;1001
8;293;ÖDP;1412;726
8;293;MLPD;-;58
8;293;Tierschutzallianz;-;260
8;293;BGE;-;286
8;293;DiB;-;208
8;293;DKP;-;16
8;293;DM;-;278
8;293;DIE RECHTE;-;42
8;293;MENSCHLICHE WELT;-;239
8;293;Die PARTEI;-;794
8;293;V-Partei³;-;199
8;293;EB: Rosenacker;230;-
8;293;EB: Schuler;124;-
8;294;Wahlberechtigte;186958;-
8;294;Wähler;146174;-
8;294;Ungültige;1517;1387
8;294;Gültige;144657;144787
8;294;CDU;55758;56264
8;294;SPD;17958;19398
8;294;GRÜNE;29216;21770
8;294;FDP;14672;16441
8;294;AfD;13668;14901
8;294;DIE LINKE;7860;8889
8;294;PIRATEN;-;496
8;294;NPD;-;274
8;294;Tierschutzpartei;-;1007
8;294;FREIE WÄHLER;2085;1296
8;294;ÖDP;2483;1618
8;294;MLPD;131;56
8;294;Tierschutzallianz;-;289
8;294;BGE;-;254
8;294;DiB;-;167
8;294;DKP;-;19
8;294;DM;-;217
8;294;DIE RECHTE;-;41
8;294;MENSCHLICHE WELT;652;457
8;294;Die PARTEI;-;768
8;294;V-Partei³;-;165
8;294;EB: Weinert;174;-
8;295;Wahlberechtigte;183588;-
8;295;Wähler;139548;-
8;295;Ungültige;2354;1821
8;295;Gültige;137194;137727
8;295;CDU;61694;52284
8;295;SPD;19716;19446
8;295;GRÜNE;17489;15798
8;295;FDP;12695;18394
8;295;AfD;18609;18814
8;295;DIE LINKE;6450;7061
8;295;PIRATEN;-;590
8;295;NPD;-;519
8;295;Tierschutzpartei;-;1182
8;295;FREIE WÄHLER;-;1018
8;295;ÖDP;-;378
8;295;MLPD;541;173
8;295;Tierschutzallianz;-;326
8;295;BGE;-;222
8;295;DiB;-;118
8;295;DKP;-;14
8;295;DM;-;245
8;295;DIE RECHTE;-;41
8;295;MENSCHLICHE WELT;-;206
8;295;Die PARTEI;-;722
8;295;V-Partei³;-;176
9;212;Wahlberechtigte;168221;-
9;212;Wähler;126786;-
9;212;Ungültige;1248;876
9;212;Gültige;125538;125910
9;212;CSU;68435;55417
9;212;SPD;15479;15511
9;212;GRÜNE;7584;8608
9;212;FDP;7070;11209
9;212;AfD;16486;18330
9;212;DIE LINKE;6060;6659
9;212;FREIE WÄHLER;-;3172
9;212;PIRATEN;-;422
9;212;ÖDP;3637;1685
9;212;BP;-;1718
9;212;NPD;-;295
9;212;Tierschutzpartei;-;1078
9;212;MLPD;-;13
9;212;BüSo;787;136
9;212;BGE;-;130
9;212;DiB;-;127
9;212;DKP;-;9
9;212;DM;-;216
9;212;Die PARTEI;-;814
9;212;Gesundheitsforschung;-;176
9;212;V-Partei³;-;185
9;213;Wahlberechtigte;198198;-
9;213;Wähler;163357;-
9;213;Ungültige;1109;755
9;213;Gültige;162248;162602
9;213;CSU;78212;63525
9;213;SPD;24131;19943
9;213;GRÜNE;16607;17768
9;213;FDP;11889;19407
9;213;AfD;16689;19366
9;213;DIE LINKE;6418;8352
9;213;FREIE WÄHLER;-;4669
9;213;PIRATEN;-;621
9;213;ÖDP;4418;2054
9;213;BP;3884;2644
9;213;NPD;-;268
9;213;Tierschutzpartei;-;1552
9;213;MLPD;-;21
9;213;BüSo;-;23
9;213;BGE;-;183
9;213;DiB;-;298
9;213;DKP;-;19
9;213;DM;-;260
9;213;Die PARTEI;-;1146
9;213;Gesundheitsforschung;-;197
9;213;V-Partei³;-;286
9;214;Wahlberechtigte;235746;-
9;214;Wähler;186647;-
9;214;Ungültige;1470;1015
9;214;Gültige;185177;185632
9;214;CSU;79545;73650
9;214;SPD;24916;23029
9;214;GRÜNE;17439;18036
9;214;FDP;13400;19308
9;214;AfD;23222;25178
9;214;DIE LINKE;9265;9506
9;214;FREIE WÄHLER;11878;7076
9;214;PIRATEN;-;768
9;214;ÖDP;3250;1805
9;214;BP;2262;2017
9;214;NPD;-;485
9;214;Tierschutzpartei;-;1792
9;214;MLPD;-;35
9;214;BüSo;-;17
9;214;BGE;-;218
9;214;DiB;-;319
9;214;DKP;-;18
9;214;DM;-;364
9;214;Die PARTEI;-;1467
9;214;Gesundheitsforschung;-;221
9;214;V-Partei³;-;323
9;215;Wahlberechtigte;232125;-
9;215;Wähler;190769;-
9;215;Ungültige;1469;922
9;215;Gültige;189300;189847
9;215;CSU;82602;75621
9;215;SPD;35454;25929
9;215;GRÜNE;17244;20886
9;215;FDP;13661;22005
9;215;AfD;19352;21934
9;215;DIE LINKE;7699;9633
9;215;FREIE WÄHLER;5882;4545
9;215;PIRATEN;-;636
9;215;ÖDP;3018;1790
9;215;BP;3080;1946
9;215;NPD;-;295
9;215;Tierschutzpartei;-;1773
9;215;MLPD;-;44
9;215;BüSo;-;22
9;215;BGE;-;279
9;215;DiB;-;343
9;215;DKP;-;28
9;215;DM;-;322
9;215;Die PARTEI;-;1270
9;215;Gesundheitsforschung;-;219
9;215;V-Partei³;-;327
9;215;EB: Tschan;515;-
9;215;EB: Kreiß;793;-
9;216;Wahlberechtigte;238605;-
9;216;Wähler;184059;-
9;216;Ungültige;1587;1214
9;216;Gültige;182472;182845
9;216;CSU;90383;76236
9;216;SPD;24799;24424
9;216;GRÜNE;11515;13205
9;216;FDP;9310;17154
9;216;AfD;23720;27673
9;216;DIE LINKE;8817;9830
9;216;FREIE WÄHLER;7093;5562
9;216;PIRATEN;-;631
9;216;ÖDP;2656;1755
9;216;BP;2200;1898
9;216;NPD;-;520
9;216;Tierschutzpartei;-;1278
9;216;MLPD;120;61
9;216;BüSo;-;23
9;216;BGE;-;165
9;216;DiB;-;202
9;216;DKP;-;19
9;216;DM;-;270
9;216;Die PARTEI;1859;1294
9;216;Gesundheitsforschung;-;248
9;216;V-Partei³;-;397
9;217;Wahlberechtigte;226436;-
9;217;Wähler;174196;-
9;217;Ungültige;1075;668
9;217;Gültige;173121;173528
9;217;CSU;55811;49953
9;217;SPD;45068;28903
9;217;GRÜNE;22726;29334
9;217;FDP;16669;26241
9;217;AfD;13216;14982
9;217;DIE LINKE;10351;14302
9;217;FREIE WÄHLER;2752;1869
9;217;PIRATEN;-;750
9;217;ÖDP;2893;1419
9;217;BP;1168;874
9;217;NPD;-;135
9;217;Tierschutzpartei;-;1354
9;217;MLPD;160;79
9;217;BüSo;119;38
9;217;BGE;-;360
9;217;DiB;-;541
9;217;DKP;-;40
9;217;DM;-;266
9;217;Die PARTEI;2188;1590
9;217;Gesundheitsforschung;-;174
9;217;V-Partei³;-;324
9;218;Wahlberechtigte;239169;-
9;218;Wähler;186913;-
9;218;Ungültige;1226;745
9;218;Gültige;185687;186168
9;218;CSU;68255;58483
9;218;SPD;39621;29744
9;218;GRÜNE;28278;29866
9;218;FDP;16451;27459
9;218;AfD;13822;15959
9;218;DIE LINKE;11655;14124
9;218;FREIE WÄHLER;3223;2111
9;218;PIRATEN;-;787
9;218;ÖDP;2693;1546
9;218;BP;1390;942
9;218;NPD;-;158
9;218;Tierschutzpartei;-;1530
9;218;MLPD;-;79
9;218;BüSo;299;43
9;218;BGE;-;366
9;218;DiB;-;563
9;218;DKP;-;56
9;218;DM;-;262
9;218;Die PARTEI;-;1576
9;218;Gesundheitsforschung;-;159
9;218;V-Partei³;-;355
9;219;Wahlberechtigte;216725;-
9;219;Wähler;170483;-
9;219;Ungültige;1086;659
9;219;Gültige;169397;169824
9;219;CSU;55894;50686
9;219;SPD;39873;27500
9;219;GRÜNE;23343;29560
9;219;FDP;15332;22587
9;219;AfD;12921;14578
9;219;DIE LINKE;12611;14694
9;219;FREIE WÄHLER;2803;1982
9;219;PIRATEN;-;719
9;219;ÖDP;2679;1458
9;219;BP;1190;890
9;219;NPD;-;144
9;219;Tierschutzpartei;-;1467
9;219;MLPD;164;79
9;219;BüSo;172;50
9;219;BGE;-;378
9;219;DiB;-;625
9;219;DKP;-;30
9;219;DM;-;241
9;219;Die PARTEI;2415;1655
9;219;Gesundheitsforschung;-;157
9;219;V-Partei³;-;344
9;220;Wahlberechtigte;241282;-
9;220;Wähler;193399;-
9;220;Ungültige;1322;778
9;220;Gültige;192077;192621
9;220;CSU;64014;57322
9;220;SPD;44283;30617
9;220;GRÜNE;31385;35605
9;220;FDP;17369;26356
9;220;AfD;12852;14895
9;220;DIE LINKE;13569;16638
9;220;FREIE WÄHLER;3450;1956
9;220;PIRATEN;-;797
9;220;ÖDP;3033;1650
9;220;BP;1690;1073
9;220;NPD;-;170
9;220;Tierschutzpartei;-;1560
9;220;MLPD;-;52
9;220;BüSo;225;71
9;220;BGE;-;417
9;220;DiB;-;728
9;220;DKP;-;58
9;220;DM;-;266
9;220;Die PARTEI;-;1823
9;220;Gesundheitsforschung;-;179
9;220;V-Partei³;-;388
9;220;EB: Mertel;207;-
9;221;Wahlberechtigte;235172;-
9;221;Wähler;197265;-
9;221;Ungültige;1129;900
9;221;Gültige;196136;196365
9;221;CSU;85347;73189
9;221;SPD;31943;27490
9;221;GRÜNE;26890;24837
9;221;FDP;18312;30054
9;221;AfD;16458;18470
9;221;DIE LINKE;7708;9996
9;221;FREIE WÄHLER;6250;3705
9;221;PIRATEN;-;742
9;221;ÖDP;3228;1630
9;221;BP;-;1276
9;221;NPD;-;184
9;221;Tierschutzpartei;-;1903
9;221;MLPD;-;26
9;221;BüSo;-;28
9;221;BGE;-;268
9;221;DiB;-;423
9;221;DKP;-;30
9;221;DM;-;266
9;221;Die PARTEI;-;1295
9;221;Gesundheitsforschung;-;255
9;221;V-Partei³;-;298
9;222;Wahlberechtigte;235170;-
9;222;Wähler;186492;-
9;222;Ungültige;1544;1035
9;222;Gültige;184948;185457
9;222;CSU;84981;75178
9;222;SPD;21890;20967
9;222;GRÜNE;17307;18571
9;222;FDP;13750;20311
9;222;AfD;23988;25697
9;222;DIE LINKE;7036;9449
9;222;FREIE WÄHLER;6177;4426
9;222;PIRATEN;1073;602
9;222;ÖDP;4053;2157
9;222;BP;4495;3425
9;222;NPD;-;285
9;222;Tierschutzpartei;-;1643
9;222;MLPD;-;36
9;222;BüSo;198;87
9;222;BGE;-;277
9;222;DiB;-;322
9;222;DKP;-;50
9;222;DM;-;379
9;222;Die PARTEI;-;1041
9;222;Gesundheitsforschung;-;227
9;222;V-Partei³;-;327
9;223;Wahlberechtigte;165527;-
9;223;Wähler;132612;-
9;223;Ungültige;1358;795
9;223;Gültige;131254;131817
9;223;CSU;62465;54786
9;223;SPD;14792;14457
9;223;GRÜNE;17786;13605
9;223;FDP;10702;16343
9;223;AfD;13025;15391
9;223;DIE LINKE;6922;6486
9;223;FREIE WÄHLER;-;3459
9;223;PIRATEN;-;412
9;223;ÖDP;-;1063
9;223;BP;5562;2710
9;223;NPD;-;213
9;223;Tierschutzpartei;-;1142
9;223;MLPD;-;19
9;223;BüSo;-;22
9;223;BGE;-;182
9;223;DiB;-;276
9;223;DKP;-;10
9;223;DM;-;259
9;223;Die PARTEI;-;629
9;223;Gesundheitsforschung;-;158
9;223;V-Partei³;-;195
9;224;Wahlberechtigte;213628;-
9;224;Wähler;177013;-
9;224;Ungültige;1334;747
9;224;Gültige;175679;176266
9;224;CSU;73948;67512
9;224;SPD;29308;22332
9;224;GRÜNE;20864;23111
9;224;FDP;16893;24950
9;224;AfD;15607;17460
9;224;DIE LINKE;6983;9594
9;224;FREIE WÄHLER;4264;2863
9;224;PIRATEN;2024;601
9;224;ÖDP;3119;1620
9;224;BP;2253;1792
9;224;NPD;-;242
9;224;Tierschutzpartei;-;1531
9;224;MLPD;-;25
9;224;BüSo;-;23
9;224;BGE;-;330
9;224;DiB;-;343
9;224;DKP;-;19
9;224;DM;-;347
9;224;Die PARTEI;-;1072
9;224;Gesundheitsforschung;-;178
9;224;V-Partei³;-;321
9;224;EB: Ruthner;416;-
9;225;Wahlberechtigte;208466;-
9;225;Wähler;160615;-
9;225;Ungültige;1390;1046
9;225;Gültige;159225;159569
9;225;CSU;80056;71196
9;225;SPD;25659;18916
9;225;GRÜNE;12972;14680
9;225;FDP;9034;14614
9;225;AfD;16276;19191
9;225;DIE LINKE;7144;8508
9;225;FREIE WÄHLER;-;3811
9;225;PIRATEN;-;443
9;225;ÖDP;3537;1690
9;225;BP;4547;2924
9;225;NPD;-;349
9;225;Tierschutzpartei;-;1212
9;225;MLPD;-;16
9;225;BüSo;-;22
9;225;BGE;-;175
9;225;DiB;-;229
9;225;DKP;-;22
9;225;DM;-;361
9;225;Die PARTEI;-;789
9;225;Gesundheitsforschung;-;184
9;225;V-Partei³;-;237
9;226;Wahlberechtigte;167159;-
9;226;Wähler;134333;-
9;226;Ungültige;1295;766
9;226;Gültige;133038;133567
